test
Iter,alpha,theta,kappa,log(sigma_z),log(lambda),mu_x,log(sigma_x),log(mu_z)
5075,0.09351183,0.039579183,-0.03936531,-1.7704008,-3.8820724,-3.2468956,0.6968663,1.3878937
5076,0.0933703,0.03947183,-0.039179295,-1.7743175,-3.8756025,-3.2547379,0.70966357,1.4045005
5077,0.093463294,0.039611254,-0.039158307,-1.769304,-3.857449,-3.2608721,0.7130771,1.414292
5078,0.093415365,0.039347,-0.039171536,-1.7694309,-3.840884,-3.2637184,0.7138046,1.412742
5079,0.093510196,0.039122693,-0.039238967,-1.7705854,-3.8503673,-3.2737436,0.7058034,1.406097
5080,0.09344553,0.03901537,-0.03899438,-1.7663207,-3.826837,-3.279449,0.71007353,1.4271284
5081,0.09348189,0.039007667,-0.038955126,-1.7637557,-3.8304038,-3.2827973,0.70264184,1.4294857
5082,0.09353791,0.03923585,-0.03893908,-1.7626244,-3.8429794,-3.2890098,0.68898875,1.4383149
5083,0.09362588,0.03902829,-0.03908259,-1.7567962,-3.8425128,-3.2824385,0.682805,1.4308897
5084,0.09359634,0.039026182,-0.03890295,-1.7485057,-3.8539045,-3.2619405,0.6860246,1.4199185
5085,0.09356104,0.038791314,-0.038920328,-1.7301642,-3.8600776,-3.2670557,0.6780881,1.4102992
5086,0.0935209,0.038785264,-0.039061457,-1.7294658,-3.8631184,-3.2747107,0.6709077,1.4181416
5087,0.09337644,0.03880693,-0.038991656,-1.7327856,-3.85933,-3.2721446,0.67653185,1.412109
5088,0.093424134,0.038959898,-0.038982153,-1.7370982,-3.8704531,-3.284589,0.6633036,1.3960692
5089,0.09364429,0.038967144,-0.03885842,-1.7401525,-3.885755,-3.297694,0.66428584,1.3897997
5090,0.09349477,0.03889965,-0.03878153,-1.7505549,-3.9004073,-3.2977567,0.6605225,1.3876758
5091,0.09334254,0.038854282,-0.038700186,-1.7542074,-3.9002464,-3.3039849,0.66330177,1.3849177
5092,0.09309451,0.038838293,-0.03870739,-1.7650044,-3.8945086,-3.3193307,0.6461538,1.3996993
5093,0.093091115,0.038762115,-0.038809918,-1.7649785,-3.8857048,-3.3219557,0.64628583,1.3968039
5094,0.09306433,0.038722895,-0.038767558,-1.7662053,-3.890109,-3.3179235,0.63988805,1.4016156
5095,0.09304921,0.0386481,-0.038850807,-1.7770861,-3.8921454,-3.3017128,0.6419106,1.3795089
5096,0.09311925,0.038756367,-0.038773254,-1.7869064,-3.8880816,-3.292001,0.6564688,1.3773252
5097,0.09329087,0.03872221,-0.038925167,-1.7952894,-3.8799398,-3.290118,0.63847435,1.3868003
5098,0.09332364,0.038577754,-0.03896597,-1.7976954,-3.8855546,-3.2953904,0.6393787,1.3860252
5099,0.093330696,0.03841679,-0.0389772,-1.7944306,-3.8870292,-3.2968116,0.640131,1.3759396
5100,0.09327362,0.038418956,-0.038879544,-1.7969806,-3.8990667,-3.3141952,0.6552369,1.363486
5101,0.09330576,0.038350835,-0.038849503,-1.7996396,-3.8927593,-3.329373,0.6630892,1.3558228
5102,0.09322944,0.03842381,-0.0390173,-1.8071519,-3.892379,-3.3343475,0.65559906,1.3566611
5103,0.09326721,0.038392417,-0.039052032,-1.8144959,-3.9030507,-3.3328993,0.66228944,1.3654369
5104,0.093348145,0.038444117,-0.039035223,-1.8183367,-3.9127645,-3.3360097,0.6741509,1.3700124
5105,0.09341384,0.038475048,-0.03906845,-1.8182861,-3.8952196,-3.335874,0.6750925,1.3779856
5106,0.093480065,0.038289916,-0.039013304,-1.831953,-3.890413,-3.3263497,0.67840236,1.3677199
5107,0.09352365,0.03829634,-0.03906588,-1.8385895,-3.8990211,-3.3183913,0.66052806,1.356917
5108,0.09354145,0.03851456,-0.03921344,-1.8400807,-3.896326,-3.3263361,0.6578567,1.3491436
5109,0.09367593,0.038548414,-0.039194472,-1.8422289,-3.9085402,-3.3359904,0.6633648,1.345363
5110,0.093832515,0.038537886,-0.039084923,-1.8548964,-3.9020216,-3.3257022,0.6716567,1.3656771
5111,0.09395897,0.038614728,-0.0391131,-1.8796539,-3.9118044,-3.314587,0.6795894,1.360798
5112,0.09392855,0.03858124,-0.038915925,-1.8829734,-3.9149234,-3.2932818,0.68720067,1.3401341
5113,0.09405849,0.03857301,-0.0389973,-1.8912991,-3.9064643,-3.2715874,0.6888407,1.3356881
5114,0.094117776,0.03861626,-0.0390269,-1.8951904,-3.910718,-3.2825608,0.6875378,1.3412697
5115,0.094124354,0.03863719,-0.039013192,-1.9009887,-3.9207103,-3.2772787,0.68799216,1.3486277
5116,0.0941272,0.03868443,-0.039184112,-1.8952792,-3.9169753,-3.2871497,0.68397737,1.3562875
5117,0.09422265,0.038638677,-0.039156165,-1.8959559,-3.899107,-3.2898676,0.6702856,1.3355178
5118,0.09424,0.03876351,-0.039265078,-1.890726,-3.8937836,-3.2755542,0.6761018,1.3380393
5119,0.094192706,0.038580976,-0.03944939,-1.879775,-3.9027255,-3.262955,0.6765604,1.3426023
5120,0.09425731,0.03866805,-0.03946412,-1.8780738,-3.8987696,-3.26191,0.6679059,1.33986
5121,0.09417574,0.038552035,-0.03960513,-1.8895435,-3.913693,-3.2607794,0.67439985,1.3292129
5122,0.094064474,0.038543522,-0.039530672,-1.8695124,-3.906394,-3.2519176,0.66810274,1.3271447
5123,0.09408642,0.03855433,-0.039497733,-1.873736,-3.8969128,-3.261628,0.6641478,1.3248866
5124,0.09422004,0.03860357,-0.039608542,-1.8814052,-3.888749,-3.2562773,0.67453706,1.332433
5125,0.09420286,0.038449567,-0.03963354,-1.8786371,-3.88659,-3.2323716,0.6622144,1.3188276
5126,0.09416814,0.038320653,-0.039603945,-1.8803903,-3.8828201,-3.2405756,0.66815895,1.3209867
5127,0.094327115,0.038296398,-0.039537445,-1.8714405,-3.866365,-3.2470329,0.6648722,1.3163706
5128,0.094281286,0.03837274,-0.039515816,-1.8727655,-3.856893,-3.2544422,0.65762466,1.3046484
5129,0.09424461,0.038463593,-0.039517395,-1.8956712,-3.8579323,-3.2526834,0.66881174,1.2896084
5130,0.09427664,0.03841557,-0.03972987,-1.8972905,-3.8598068,-3.2411606,0.66225326,1.2862324
5131,0.09436384,0.038402896,-0.03964731,-1.8892025,-3.851881,-3.2514007,0.67679983,1.2971789
5132,0.09442982,0.03852353,-0.039546076,-1.8784498,-3.841742,-3.2476172,0.662088,1.2939138
5133,0.09426703,0.03836945,-0.039688665,-1.8789817,-3.830836,-3.254294,0.6526262,1.2908549
5134,0.09430185,0.038565658,-0.039467324,-1.8740556,-3.828387,-3.2721376,0.64401954,1.2852821
5135,0.09411595,0.038509697,-0.039352845,-1.8777255,-3.8248806,-3.2721922,0.6270308,1.3036407
5136,0.094294734,0.038519345,-0.03934201,-1.8930967,-3.8205564,-3.28527,0.63151526,1.3181751
5137,0.09428219,0.038571108,-0.039271392,-1.8981395,-3.8201468,-3.272402,0.62989753,1.307611
5138,0.09426438,0.03856469,-0.039182868,-1.9212834,-3.8115137,-3.2712445,0.6400367,1.292781
5139,0.09424984,0.038484234,-0.039088335,-1.9102472,-3.8270254,-3.2677891,0.6365535,1.2880843
5140,0.094378985,0.03858135,-0.039200198,-1.9110893,-3.8350387,-3.2448971,0.62735456,1.3099384
5141,0.09436354,0.03863045,-0.03918105,-1.910181,-3.8366373,-3.2595406,0.6342524,1.3005114
5142,0.09431855,0.038714323,-0.039098177,-1.8961626,-3.852587,-3.2549434,0.64312696,1.3037683
5143,0.09437264,0.03877926,-0.039078284,-1.9111775,-3.8460052,-3.2414298,0.6477974,1.2964363
5144,0.094358645,0.038792353,-0.039138358,-1.911838,-3.8443391,-3.2353601,0.6373889,1.2851369
5145,0.09425766,0.038856823,-0.039047293,-1.9220287,-3.8530781,-3.2240605,0.63100713,1.2965587
5146,0.0943189,0.038852587,-0.039091956,-1.9236118,-3.862196,-3.2275052,0.6219174,1.2848902
5147,0.09439311,0.038792618,-0.03914439,-1.918015,-3.8728933,-3.2169895,0.62187266,1.2789694
5148,0.09449254,0.038709216,-0.039193414,-1.919416,-3.8625934,-3.2101321,0.6159972,1.2743257
5149,0.094437234,0.038549226,-0.039341208,-1.9259615,-3.8563137,-3.2086213,0.61228794,1.2754374
5150,0.094372734,0.038653046,-0.039374407,-1.935537,-3.847555,-3.2231815,0.60472447,1.2492309
5151,0.094414055,0.03875251,-0.0393933,-1.9317198,-3.8515847,-3.2269619,0.61425436,1.2652813
5152,0.09438831,0.038709138,-0.0390988,-1.9252051,-3.8663332,-3.2257943,0.6245958,1.2662531
5153,0.09440273,0.038740546,-0.03906241,-1.9248428,-3.860535,-3.2206352,0.6365936,1.269008
5154,0.09434217,0.038828924,-0.039005008,-1.9349864,-3.8506489,-3.2147174,0.636016,1.2512047
5155,0.09426727,0.03886455,-0.039005447,-1.9199249,-3.8479464,-3.2238886,0.6386494,1.246851
5156,0.09411262,0.038889613,-0.039002445,-1.9354218,-3.825499,-3.2071152,0.6595063,1.2457013
5157,0.0940805,0.038750254,-0.039076902,-1.9350036,-3.8230815,-3.2077975,0.678922,1.2447784
5158,0.09394538,0.03870358,-0.039074954,-1.944021,-3.8162184,-3.2119381,0.6605117,1.2404298
5159,0.09393616,0.03842863,-0.038935766,-1.9406761,-3.8205929,-3.2071035,0.6698075,1.2399136
5160,0.093951486,0.038436405,-0.039161325,-1.9359684,-3.8209455,-3.2089589,0.69777185,1.2379272
5161,0.09389757,0.03822972,-0.03915343,-1.9343114,-3.8089845,-3.2011447,0.7131863,1.2431957
5162,0.093844436,0.038361486,-0.03913117,-1.9290965,-3.8124022,-3.176586,0.7079755,1.2591428
5163,0.09383121,0.038214862,-0.039238144,-1.8971806,-3.8163385,-3.170911,0.69859517,1.2587425
5164,0.0936807,0.038190268,-0.039226573,-1.9082934,-3.8177197,-3.1664732,0.6861533,1.2724676
5165,0.09359489,0.038230337,-0.039327517,-1.9110498,-3.8220978,-3.1754997,0.69540185,1.2712336
5166,0.09344416,0.038245462,-0.039375044,-1.9233401,-3.8382573,-3.1863194,0.6807322,1.2824265
5167,0.09352967,0.03823413,-0.03941519,-1.9279426,-3.8494256,-3.1778913,0.6769354,1.2651473
5168,0.093612604,0.038210403,-0.039470296,-1.9385155,-3.823218,-3.1775794,0.6932988,1.2688594
5169,0.09352746,0.038175553,-0.03939927,-1.9296626,-3.837917,-3.1700888,0.6928265,1.2748747
5170,0.093704015,0.038087476,-0.039465778,-1.9257824,-3.833723,-3.1680522,0.6845519,1.2878684
5171,0.09370957,0.03806754,-0.039532434,-1.9171236,-3.847275,-3.158145,0.6867611,1.2795546
5172,0.09371064,0.03803304,-0.039630838,-1.9139982,-3.8435514,-3.1483314,0.6802768,1.2809191
5173,0.09370783,0.03784961,-0.03965949,-1.9239306,-3.8370976,-3.157377,0.69429755,1.2911085
5174,0.093704686,0.037799623,-0.03965229,-1.90322,-3.8341622,-3.1687,0.6853742,1.2861822
5175,0.0938209,0.037630305,-0.039939296,-1.9194188,-3.8314178,-3.1679523,0.67567503,1.3051075
5176,0.0938883,0.037559982,-0.04000554,-1.9358253,-3.8248575,-3.1488311,0.6776077,1.3200397
5177,0.09389197,0.037693143,-0.039943013,-1.9498391,-3.8323064,-3.1615746,0.6798829,1.3115226
5178,0.093805164,0.037772402,-0.04002819,-1.9413818,-3.8610127,-3.1639,0.68211114,1.3184148
5179,0.09376868,0.03771971,-0.040025588,-1.9522643,-3.8645246,-3.1586263,0.68462306,1.3212858
5180,0.093915656,0.037794285,-0.040063087,-1.9591597,-3.857615,-3.1561723,0.6757147,1.3132074
5181,0.0939437,0.037794717,-0.04007778,-1.9524136,-3.843345,-3.1572828,0.6600911,1.3064015
5182,0.093883716,0.03789193,-0.040125597,-1.9533904,-3.847392,-3.160907,0.66127926,1.3098693
5183,0.09385089,0.037866056,-0.040224332,-1.9395002,-3.83272,-3.1739311,0.65370715,1.3109558
5184,0.0939079,0.03769911,-0.04018621,-1.9212828,-3.8320343,-3.193634,0.6440312,1.3071603
5185,0.09401622,0.037758723,-0.040225714,-1.9269966,-3.8163426,-3.1960096,0.66154814,1.3118459
5186,0.093929425,0.037784614,-0.040056545,-1.9191612,-3.8148084,-3.203869,0.65964836,1.3240483
5187,0.09400759,0.03777107,-0.040017456,-1.9111401,-3.813389,-3.2022514,0.66298455,1.3244563
5188,0.094009906,0.03768296,-0.040043153,-1.892074,-3.823322,-3.200934,0.662202,1.3256353
5189,0.094009176,0.037643917,-0.04023104,-1.8918962,-3.8139322,-3.2029905,0.65863067,1.331388
5190,0.094021745,0.037810367,-0.040140435,-1.884984,-3.804304,-3.1901438,0.6684903,1.3365475
5191,0.09419544,0.03785903,-0.040188316,-1.884273,-3.8212657,-3.183508,0.67278624,1.3257734
5192,0.09418909,0.03776433,-0.040151335,-1.8897436,-3.8354373,-3.189282,0.68193495,1.3257148
5193,0.09420542,0.037610833,-0.040115867,-1.886381,-3.8363426,-3.1889243,0.6813641,1.3260456
5194,0.09424218,0.03751624,-0.039972655,-1.874726,-3.8339474,-3.173985,0.6889739,1.3162047
5195,0.09437838,0.037561994,-0.03989401,-1.8930492,-3.8333755,-3.1795998,0.68541276,1.3147764
5196,0.09432292,0.03761642,-0.039995413,-1.888443,-3.8392127,-3.1769829,0.69097006,1.3239766
5197,0.094280526,0.037678447,-0.039893955,-1.8902363,-3.845669,-3.188481,0.67321026,1.3249903
5198,0.09420466,0.037584934,-0.039806575,-1.8764393,-3.8498762,-3.1833158,0.66546243,1.3343946
5199,0.09421159,0.03772552,-0.0395072,-1.8721823,-3.8700116,-3.1896312,0.65973127,1.3276696
5200,0.09421054,0.037666183,-0.039404757,-1.8571712,-3.863347,-3.188517,0.67180276,1.3338997
5201,0.09429044,0.037530903,-0.03951815,-1.8358195,-3.8749788,-3.2004986,0.6576943,1.310003
5202,0.09429653,0.037409633,-0.03944226,-1.8360293,-3.8802996,-3.2152314,0.6555111,1.3120512
5203,0.09434522,0.03737531,-0.03939002,-1.828306,-3.8901296,-3.2138944,0.66134346,1.3260181
5204,0.094417155,0.037311725,-0.039373264,-1.8334702,-3.876397,-3.2076058,0.6540013,1.3202361
5205,0.094482705,0.037192583,-0.039259747,-1.8294958,-3.877149,-3.2095056,0.6765002,1.3290738
5206,0.094465226,0.03719464,-0.03927833,-1.8447831,-3.8900025,-3.201082,0.6753768,1.3268094
5207,0.09447783,0.037103165,-0.039316516,-1.8365884,-3.8789597,-3.2135823,0.6815007,1.3236289
5208,0.09439259,0.03707975,-0.039138097,-1.8334564,-3.8982973,-3.2079012,0.6959235,1.3289273
5209,0.09445376,0.037203416,-0.03922876,-1.8267143,-3.9029415,-3.2173917,0.6857461,1.3335412
5210,0.09464929,0.0371787,-0.0390883,-1.8161457,-3.8900824,-3.1989896,0.67767495,1.3522239
5211,0.09472482,0.037188753,-0.038972333,-1.8147764,-3.8906348,-3.2009735,0.6678541,1.351658
5212,0.09480252,0.03728019,-0.03909084,-1.8208339,-3.8996222,-3.2037745,0.65819913,1.3408118
5213,0.09474146,0.03728263,-0.039166052,-1.8198085,-3.8968859,-3.2096865,0.64781725,1.3343018
5214,0.09472585,0.037457947,-0.039153673,-1.810614,-3.8943453,-3.210182,0.6543575,1.3374566
5215,0.09470103,0.037454404,-0.03912744,-1.7963884,-3.8972776,-3.190147,0.6520927,1.3355153
5216,0.09459295,0.0374754,-0.03904456,-1.7936378,-3.888216,-3.1842263,0.6544336,1.3439782
5217,0.094588585,0.037600197,-0.039120097,-1.8041312,-3.8956177,-3.1884263,0.6637252,1.3471427
5218,0.0945983,0.037631195,-0.039123043,-1.7886957,-3.9027946,-3.1786702,0.67139786,1.335357
5219,0.09453341,0.037597753,-0.03904826,-1.7934967,-3.894104,-3.180952,0.6755858,1.3142192
5220,0.09449375,0.037814908,-0.039077923,-1.7944242,-3.8925931,-3.1830895,0.66795784,1.3096609
5221,0.09439886,0.03783573,-0.039139118,-1.7894602,-3.888936,-3.1807637,0.6661916,1.3081508
5222,0.09445172,0.038027924,-0.039169244,-1.7832499,-3.8965027,-3.1852887,0.6800184,1.2889755
5223,0.094472386,0.038110316,-0.03922768,-1.7691256,-3.8818252,-3.1735756,0.6679619,1.2904801
5224,0.09437948,0.03812205,-0.039373767,-1.7588264,-3.8902664,-3.1601315,0.6791263,1.2842096
5225,0.09439023,0.03802027,-0.039312094,-1.7472928,-3.8905532,-3.1742604,0.69347095,1.2876216
5226,0.094378084,0.0380281,-0.03933891,-1.755141,-3.8762705,-3.1901126,0.6905803,1.301348
5227,0.094276786,0.037991177,-0.039392292,-1.7581612,-3.8744798,-3.1848817,0.6808108,1.2895724
5228,0.0941536,0.037972897,-0.039355617,-1.7295384,-3.8816879,-3.1870677,0.66960603,1.2936865
5229,0.09420693,0.037879515,-0.039535537,-1.7373823,-3.891137,-3.1918416,0.66049427,1.282324
5230,0.09426211,0.03780338,-0.039446898,-1.7477107,-3.8849056,-3.184876,0.6454477,1.29139
5231,0.09453904,0.037841108,-0.039628237,-1.7579845,-3.8985062,-3.1913073,0.6401348,1.2851844
5232,0.094478026,0.037943456,-0.039703943,-1.7483456,-3.9177313,-3.1818464,0.645755,1.2880273
5233,0.09447515,0.03793194,-0.039604925,-1.7456297,-3.9157817,-3.1779044,0.61790776,1.2886273
5234,0.09467578,0.037949633,-0.039646238,-1.7366138,-3.9242527,-3.1706088,0.6125,1.2718965
5235,0.094638884,0.037933055,-0.039729428,-1.7563107,-3.9250982,-3.165502,0.61067736,1.2859601
5236,0.0946756,0.037866745,-0.039649155,-1.7516667,-3.9204426,-3.1438842,0.60493,1.2801287
5237,0.09468213,0.038015757,-0.03961921,-1.7470288,-3.9293303,-3.1467676,0.59361696,1.2832156
5238,0.094753735,0.037986018,-0.039518867,-1.7369969,-3.9459338,-3.1568394,0.60390234,1.2688435
5239,0.094728656,0.038106848,-0.039645135,-1.7384955,-3.9392176,-3.141461,0.6023024,1.2787739
5240,0.09460866,0.038254462,-0.039760854,-1.7641758,-3.93067,-3.1394181,0.5866426,1.2814059
5241,0.094706096,0.038192235,-0.039997358,-1.7614464,-3.9261158,-3.136893,0.59262174,1.2844638
5242,0.09480926,0.03814177,-0.040050395,-1.7634187,-3.941199,-3.1392617,0.60540074,1.2597582
5243,0.09491431,0.038110156,-0.039891664,-1.7661675,-3.9423354,-3.1361053,0.6008785,1.2573524
5244,0.0947739,0.03814856,-0.03986528,-1.76213,-3.9406524,-3.1316712,0.61699694,1.2560847
5245,0.094751924,0.03827517,-0.039910346,-1.7591498,-3.9446394,-3.1393673,0.6186898,1.2671807
5246,0.094796896,0.038419154,-0.039974507,-1.7624105,-3.940286,-3.1496074,0.61181587,1.2685802
5247,0.0947291,0.038400162,-0.039828546,-1.7734762,-3.9404635,-3.167517,0.61664087,1.2663363
5248,0.094696954,0.03832702,-0.03985133,-1.7967558,-3.9339237,-3.1683993,0.6134274,1.2711874
5249,0.09477433,0.038401477,-0.03983878,-1.8032924,-3.9334629,-3.1736584,0.60564345,1.2578154
5250,0.09486848,0.0384609,-0.039894003,-1.810113,-3.9278455,-3.1755676,0.61345196,1.2457985
5251,0.09465962,0.038329344,-0.039995637,-1.8157204,-3.9070125,-3.1803994,0.6193914,1.2574023
5252,0.09451437,0.038353465,-0.03994914,-1.807211,-3.9130204,-3.1712506,0.6155239,1.2504041
5253,0.09445143,0.037990477,-0.039938338,-1.8053596,-3.9094884,-3.171041,0.6172559,1.2473451
5254,0.094438456,0.03808243,-0.040103,-1.8067654,-3.9157438,-3.1768053,0.63767964,1.2639502
5255,0.09446448,0.038123418,-0.040094968,-1.80756,-3.8969657,-3.1711173,0.6541794,1.2675884
5256,0.094390646,0.038057365,-0.040132012,-1.7884973,-3.893265,-3.1662912,0.6593789,1.2528456
5257,0.09426423,0.03807028,-0.040109687,-1.7871867,-3.8950272,-3.1542184,0.6478491,1.2415851
5258,0.094093755,0.038094047,-0.040221024,-1.7772242,-3.8889635,-3.1640677,0.65006655,1.2515113
5259,0.09419355,0.03812227,-0.04015133,-1.784632,-3.8893077,-3.1648562,0.6429906,1.2680014
5260,0.0939993,0.038228914,-0.039947942,-1.7590225,-3.8859458,-3.165106,0.64233685,1.2578601
5261,0.09417248,0.0382051,-0.040066626,-1.7431526,-3.8920133,-3.1925764,0.63826543,1.2494488
5262,0.09412045,0.038248703,-0.040206656,-1.7581812,-3.8885841,-3.1975281,0.642223,1.265371
5263,0.09423421,0.03823106,-0.04019157,-1.7377516,-3.8751402,-3.2090473,0.61567014,1.2793161
5264,0.094107375,0.03818282,-0.04009807,-1.7328624,-3.8822007,-3.2192183,0.62454325,1.2660111
5265,0.09413401,0.038160782,-0.04009982,-1.7347187,-3.8733993,-3.2182443,0.6190152,1.2704701
5266,0.094295144,0.03811248,-0.040076174,-1.7452267,-3.8881783,-3.2036788,0.6007522,1.2767019
5267,0.09437825,0.038185116,-0.040068027,-1.7500046,-3.8896203,-3.2233822,0.58709264,1.2752602
5268,0.09417874,0.03815989,-0.039978467,-1.7679262,-3.9002237,-3.228929,0.594972,1.2681103
5269,0.09406986,0.038159072,-0.040000584,-1.7697902,-3.9075346,-3.233262,0.60908544,1.2717242
5270,0.09405986,0.038229037,-0.039971143,-1.772849,-3.9217665,-3.2282774,0.6002437,1.298208
5271,0.09400432,0.038150046,-0.040009283,-1.7795854,-3.934283,-3.225893,0.6127457,1.2945137
5272,0.09396878,0.03802875,-0.039926223,-1.7914219,-3.9378924,-3.2231944,0.61520475,1.2928593
5273,0.09401957,0.038164813,-0.039899837,-1.7864516,-3.9373524,-3.2125485,0.6117636,1.2814858
5274,0.09398711,0.038268078,-0.04002929,-1.8037205,-3.9426403,-3.2133105,0.639109,1.2696677
5275,0.09376203,0.03826415,-0.03986217,-1.820922,-3.9586732,-3.2183077,0.6396433,1.2580897
5276,0.09395105,0.03831042,-0.039699968,-1.8091843,-3.9502082,-3.2080193,0.63924277,1.2508416
5277,0.093989216,0.03821303,-0.039724633,-1.8096229,-3.9606252,-3.22177,0.6290557,1.2465824
5278,0.094056495,0.038291294,-0.039697934,-1.7975558,-3.9486825,-3.2335439,0.6206699,1.2469106
5279,0.094061114,0.038285263,-0.039585873,-1.7966341,-3.9294696,-3.23629,0.611874,1.2458597
5280,0.09412726,0.038207415,-0.03962997,-1.7843434,-3.9418473,-3.2219806,0.6157365,1.2346728
5281,0.09394911,0.038172882,-0.039642278,-1.7869775,-3.9378214,-3.2339776,0.62114435,1.226985
5282,0.09386096,0.038243044,-0.039530024,-1.773751,-3.9565666,-3.2352233,0.6250706,1.2347594
5283,0.09383421,0.038244154,-0.039574206,-1.7870646,-3.9580116,-3.2217922,0.6381907,1.2400113
5284,0.09386523,0.03822124,-0.039560217,-1.7753108,-3.96984,-3.2106092,0.6402555,1.2339067
5285,0.09372714,0.038117412,-0.039491236,-1.7784046,-3.9638424,-3.205935,0.62299526,1.246038
5286,0.09367944,0.03818075,-0.039449643,-1.787945,-3.9654036,-3.183311,0.6204215,1.2335386
5287,0.09367857,0.038193706,-0.039476916,-1.7875549,-3.9635358,-3.1893342,0.6085566,1.2502847
5288,0.093481876,0.03805737,-0.03932568,-1.7826866,-3.967161,-3.1835797,0.61376387,1.2668948
5289,0.093275376,0.038185976,-0.03931888,-1.793523,-3.9517705,-3.1935658,0.602733,1.2564158
5290,0.09337235,0.038284056,-0.039291244,-1.7840284,-3.955667,-3.1919467,0.60545486,1.2564849
5291,0.09333521,0.03831271,-0.03932476,-1.7585304,-3.9672582,-3.1861346,0.6074155,1.2643888
5292,0.09345402,0.038340066,-0.039380103,-1.7520235,-3.9932237,-3.1853266,0.59639466,1.2581164
5293,0.09356848,0.038354676,-0.03927253,-1.7486144,-3.9907076,-3.1878092,0.5790491,1.2543006
5294,0.093604065,0.038413096,-0.039317723,-1.7421194,-3.9833112,-3.193454,0.5749783,1.2582632
5295,0.09353121,0.038403407,-0.039281502,-1.7407812,-3.9922678,-3.1929576,0.56774503,1.258489
5296,0.09333497,0.038418025,-0.03920304,-1.7460968,-3.9912093,-3.193988,0.57353073,1.2627032
5297,0.09342212,0.038441554,-0.039348304,-1.7469852,-3.9735725,-3.2059348,0.5942013,1.2555445
